Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,-1,"Data Scientist Summary:

Signature Consultants is seeking a Data Scientist for an opportunity with a client in Charlotte, NC. This position is responsible for business consulting activities within various business units as the primary interface and as a liaison to Information Technology.

Responsibilities:
Serve as an expert in translating complex data into key strategy insights and valuable actions
Discover business narratives told by the data and present them to other scientists, business stakeholders, and managers at various levels
Develop and test heuristics
Create and run models
Perform data exploration and data mining
Create business intelligence, dashboards, visualizations, and/or other advanced analytics reports to adequately tell the business narrative and offer recommendations that are practiced, actionable, and have material impact, in addition to being well-supported by analytical models and data
Requirements:
Master's degree in business analytics or an advanced computer programming field, statistics, physics, mathematics, engineering, computer science, management of information systems, or related fields or an MBA
Work experience in addition to degree: 5-10 years
Licenses, certifications or registrations: Certified Analytics Professional (CAP) from INFORMS
Working knowledge of statistics, programming and predictive modeling
Working knowledge of code writing
Previous experience working in data mining or natural language processing
Possess advanced statistics/machine learning knowledge and implementation skills
Desired Skills:
Strong critical thinking skills and the ability to relate them to the products or services the company is producing
Understanding of and ability to use programming languages like Python and SQL (Structured Query Language).
Strong knowledge of basic and advanced prediction models
Data mining knowledge that spans a range of disciplines
Strong exploratory analysis skills
Excellent verbal and written communication skills as well as the ability to bridge the gap between data science and business management
Exceptional organizational skills and is detail oriented
Mastery of statistics, machine learning, algorithms and advanced mathematics
About Signature Consultants, LLC

Headquartered in Fort Lauderdale, Florida, Signature Consultants was established in 1997 with a singular focus: to provide clients and consultants with superior staffing solutions. For the ninth consecutive year, Signature was voted as one of the ""Best Staffing Firms to Work For"" and is now the 14th largest IT staffing firm in the United States (source: Staffing Industry Analysts). With 28 locations throughout North America, Signature annually deploys thousands of consultants to support, run, and manage their clients' technology needs. Signature offers IT staffing, consulting, managed solutions, and direct placement services. For more information on the company, please visit www.sigconsult.com. Signature Consultants is the parent company to Hunter Hollis and Madison Gunn.",3.8,"Signature Consultants
3.8","Charlotte, NC",1001 to 5000 Employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Human Machine Teaming Engineer/Scientist,"$94K-$166K
(Glassdoor est.)","Are you passionate about forging the future of missile defense?

Are you an innovator who wants to push the boundaries of human-machine teaming?

If so, we're looking for someone like you to join our Human Systems Engineering team at APL.

We are seeking someone with vision into the cutting edge of Human-Machine Teaming (HMT) who will propose research that will transform operations in Air and Missile Defense (AMD) and beyond. Our multi-disciplinary team consists of algorithm designers, computer scientists, combat system designers, psychologists, systems engineers, and others who spend their days designing the missile defense systems of tomorrow and working to improve current-day systems. With us, you will develop solutions to bridge the gaps in human/machine warfighting teams in information-dense, high stakes environments.

As part of our Human Systems Engineering Team, You Will:

•Identify critical challenges and potential solutions that will advance the state of Human Machine Teaming in the domain of Air and Missile Defense
•Propose, contribute to, and lead fast-paced research projects in critical areas such as human behavior and performance, autonomy, judgment, reasoning, and decision-making, perception, attention, trust formation.
•Provide input to team leads and other researchers to help define research vision and strategy and inform technical direction. Support reporting of accomplishments and contributions to sponsors and stakeholder community.
•Lead and participate in multi-organization working groups to review results, refine concepts, propose solutions, and oversee analyses with other team members.

You meet our minimum qualifications for the job if you...
•Hold a Master's Degree in Human Computer Interaction, Artificial Intelligence, Cognitive and Behavioral Sciences, or equivalent, and at least 5 years of progressive experience and responsibilities related to Human Machine Teaming for a complex, information-dense system (military system preferred).
•Have experience in a team environment involving human subjects research, prototyping, usability testing, storyboarding, modeling and simulation, data analysis, etc.
•Have the ability to work independently and with multi-organization teams (e.g., government, industry, peer organizations, and APL).
•Possess excellent oral and written communication skills.
•Are able to obtain a SECRET level security clearance. If selected, you will be subject to a government secret clearance investigation and must meet the requirements for access to classified information. Eligibility requirements include U.S. citizenship.

You'll go above and beyond our minimum requirements if you...
•Hold a PhD in Human Computer Interaction, Artificial Intelligence, Cognitive and Behavioral Sciences, or equivalent.
•Have at least 10 years of progressive experience and responsibilities related to Human Machine Teaming for Navy ship defense systems with practical experience and progressive responsibilities and accomplishments in Cyber, Radar, Surface Electronic Warfare, Unmanned/Autonomous aircraft and vehicles, Mission Planning, Ship Self-Defense System (SSDS), and/or Aegis Combat System.
•Hold an Active Secret clearance or higher

Why work at APL?

The Johns Hopkins University Applied Physics Laboratory (APL) brings world-class expertise to our nation's most critical defense, security, space and science challenges. While we are dedicated to solving complex challenges and pioneering new technologies, what makes us truly outstanding is our culture. We offer a vibrant, welcoming atmosphere where you can bring your authentic self to work, continue to grow, and build strong connections with inspiring teammates.

At APL, we celebrate our differences and encourage creativity and bold, new ideas. Our employees enjoy generous benefits, including a robust education assistance program, unparalleled retirement contributions, and a healthy work/life balance. APL's campus is located in the Baltimore-Washington metro area. Learn more about our career opportunities at www.jhuapl.edu/careers.

#LI-BG1 #JT",4.6,"Johns Hopkins Applied Physics Laboratory (APL)
4.6","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist,-1,"Exciting opportunityin a thriving company that values and appreciates their employees while acknowledging their contributions!

Company Information
Serving their industry for over 45 years, this company is a leader in global life reinsurance.They deliver expert solutions in individual life reinsurance, individual living benefits reinsurance, group reinsurance, financial solutions and product development.
The firm was recognized by the Asia Insurance Review as ""Life Reinsurer of the Year"" at the 2018 Asia Insurance Industry Awards for the second consecutive year. The honor recognizes innovation, thought leadership, and actions to enhance the stability, security, and image of the Forbes Global 2000: World's Best Employers.
The firm was also ranked #97 among 500 companies in the Forbes 2018 Global 2000: World's Best Employers listing.
Benefits and Features
Skill building: this firm encourages personal & professional growth through ongoing training & skills development
Work/life balance: family friendly culture and flexible work arrangements
Career growth: Performance based compensation & competitive benefits package
Strong retirement benefits
The Role they will Play
Develop and enhance statistical models for the applications in insurance industry, including mortality, morbidity, etc.
Need to be very hands-on, needs to know how the models are built and how they work.
Serve as a client contact/consultant either internally or externally, serving as a subject matter expert.
Actively participate in other research-related initiatives.


Community Information
This opportunity is based at the corporate office in Saint Louis, Missouri.
Saint Louis offers a culture of innovation and excellence paired with historic and iconic city/sites.
With an affordable cost of living, Saint Louis is a great place to live.
Desired Background Profile:
1+ years of experience doing statistical modeling in insurance
Strong experience in R, familiar with other packages including SAS, MATLAB, Python, SQL, etc.
Master’s Degree or PHD in Statistics, Actuarial Science, Business, Finance, Economics or related field",5.0,"Kalos Consulting, Inc.
5.0","Saint Louis, MO",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Scientist,"$58K-$99K
(Glassdoor est.)","Ability to develop analytics for multiple cyber weapon systems with many different infrastructure and end-point devices. Ability to incorporate predictive, descriptive, and presumptive modeling; machine learning; artificial intelligence into analytics. Must be able to code proficiently in one or more of the following languages: Python, R, Scala, Spark, and Maven. Develop algorithms in one or more of the following Machine Learning areas: anomaly detection, one/few-shot learning, deep learning, unsupervised feature learning, ensemble methods, probabilistic graphical models, reinforcement learning. Ability to develop analytics based upon the Mitre ATT&CK Matrix or other applicable CS&D framework to discover, identify, characterize, and/or create signatures for cyberspace threat activity. Ability to assist in the development and implementation of a data analytics program. Develop robust documentation and comprehensive user manuals for all developed projects

Original Hire Document for data scientist below:

Job Responsibilities:

· Perform big data analysis on information technology infrastructure and end-point devices

· Customer outreach and engagement

· Problem solving

· Time management

· Collaborate with others

· Mission focused

· Deliver findings

· Accept and assess customer data, dashboard, requirements

· Identify new ways to visualize and analyze data

· Develop analytics to identify anomalous activity based on customer requirements

· Perform hunt operations identifying anomalous activity

· Produce reports based on misconfigurations and/or anomalous activity discovered through analysis

Knowledge/Skills Ability:

Required:

· Ability to analyze and assess software development or data acquisition requirements and determine optimum, cost-effective solutions.

· Proficiency in one or more big data programming languages, such as R, Python, Scala, or Spark and Maven.

· Experience working with a hybrid team of analysts, visualization experts, engineers, and developers to conduct research, and build and deploy complex, but easy-to-use analytical platforms.

· Previous experience performing research in Data Analytics or big data.

· Be Director of Central Intelligence Directives 6/4 eligible (Top Secret) with a current Single Scope Background Investigation (SSBI)

Minimum Experience/Education:

· At least one (1) of the following:

· One (1) year experience in cyberspace operations

· IAT Level 1 per DoD 8140 (Net+, Sec+, etc.)

· Experience on National/Service cyber weapon system/platform within last five years

Highly Desired:

· Education/ Certifications:

· 4+ years of experience in data analytics or quantitative intelligence analysis

· Four (4) years of experience in an intelligence field at a tactical or operational level

· DoD 8570 IAT related BA/BS degree

*BEAT LLC IS AN EQUAL OPPORTUNITY EMPLOYER - DISABILITY AND VETERANS*",4.4,"B.E.A.T.
4.4","San Antonio, TX",51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
Business Data Analyst,"$41K-$77K
(Glassdoor est.)","Posting Title
Business Data Analyst

08/11/2020

Job Description
The Business Analyst is a challenging role that partners with business stakeholders and subject matter experts to understand, analyze, distill, and communicate business reporting and analytical needs so that technical delivery teams can develop and deploy effective solutions.

Essential Duties and Responsibilities

• Ask critical business questions by applying analytical methodologies in pursuit of solutions using data driven (fact based) decision making.
• Monitor and analyze operational data to identify trends, issues and opportunities, and provide feedback to key departments in service of analytical based recommendations.
• Leverage retail, online, and catalog sales data to provide insight into our transaction patterns, product trends, marketing performance, supply chain, and inventory.
• Provide Data analysis and reporting related to increasing optimization and performance improvement.
• Ability to gather, document and translate business requirements into technical specifications that can be understood by in-house Development and Reporting teams.
• Participate in workflow analysis in support of requirements identification.
• Work with analytics reporting technology, such as data-cubes and other data mining techniques.

Scope

• Sales Scope – Sales vs. Gross Profit Analysis, Product Returns Analysis
• Marketing Scope – All Advertising Spend vs Sales Transactions, Event/Coupon Offer Performance Analysis
• Inventory Scope – Global Sourcing – Supply Chain – Inventory Planning – Purchasing
• Decision Making – To support Enterprise Business, Operation, and Analytic Functional Area

Auto req ID
76423BR

State
CA

City
calabasas

Requirements
Job Qualifications – Education and Experience

• 4-year degree in Mathematics, Economics, Finance, Computer Information Systems or related field.
• 3+ years of progressive responsibility within business analytics or finance teams
• Excellent written and verbal communication skills
• Advance knowledge of Microsoft Excel: use of data pivots, data visualization to show trends, create Dashboards and extensive knowledge of formulas and functions
• Strong Business Requirements gathering and Analysis Skills
• Strong knowledge of SQL, PL/SQL - required for query, profiling and testing
• Database exposure: SQL Server, Oracle or similar RDBMS
• Exposure to retail, catalog and ecommerce businesses preferred

Additional Qualifications (behavioral traits, certifications, etc)

Due to the volume of data the team manages, learns and uses, it is essential that this candidate have strong memory recall and is detail orientated when capturing requirements. In addition, the candidate will need to be self-motivated, provide excellent customer service and have a high sense of urgency when responding to client inquiries.

Physical Requirements General office environment requiring ability to:

• stand, walk, sit for extended periods of time
• speak and listen to others in person and over the phone
• use keyboard and read from computer screen and reports

About Harbor Freight Tools
In 1977, when Harbor Freight Tools was started as a small family-owned business, we made a commitment to provide working people with great quality tools at the lowest prices. And for over 40 years, Harbor Freight Tools has done just that. From hand tools and generators, to air and power tools, from shop equipment to automotive tools, Harbor Freight offers more than 5,000 tools and accessories at quality levels that match or exceed competing brands, but at prices that are up to 80% less.

We're not your typical retailer. We're a team of high-achievers, who have a passion for excellence and continuous improvement and obsess about getting things done. We're also equally committed to doing the right thing and giving back to our community. And for us, collaboration is the golden rule. We're a 40 year-old, $4 billion company with over 30 million loyal customers and growing. If you are looking for a not so ordinary and highly rewarding career opportunity, we would love to talk with you.

Delivering Value to the Hardworking Since 1977",3.5,"Harbor Freight Tools
3.5","Calabasas, CA",10000+ Employees,1977,Company - Private,Home Centers & Hardware Stores,Retail,$2 to $5 billion (USD)
Data Scientist,"$73K-$124K
(Glassdoor est.)","Healthcare Risk Advisors has an exciting opportunity for a Lead Data Scientist in a newly formed Data Strategy Team creating novel analytics at the intersection of insurance and healthcare.

The Lead Data Scientist will work closely with the claims, risk management/patient safety, and IT teams in developing analytics tools to support HRAs existing clients, the sales effort, and the development of new products. The ideal candidate should have experience with using large and disparate data sets to uncover insights, build machine learning algorithms, and be familiar with natural language processing techniques. They must be comfortable working with a wide range of stakeholders and operating in a small multi-functional team.

ESSENTIAL RESPONSIBILITIES:
Work closely with the claims, risk management/ patient safety, and insurance teams in the design and creation of analytics tool to support the businesses
Participate in meetings with healthcare clients to understand, design and deliver tools to better manage risks and reduce liability exposures
Evaluate, aggregate and mine all internal data assets; research the best publicly available and third-party datasets to perform analytics
Perform statistical analysis and build machine learning models for deployment in a cloud environment
Develop algorithms to extract and classify unstructured data from claims files and medical files
Create compelling visualization tools using human-centered design principles to display; present data in a meaningful and easy to understand manner
Become a champion of data science and innovation, work with business units to implement models and perform regular training for the teams
Attend and speak at webinars and conferences as needed
Assist in writing abstract, articles, publications and reports of findings from analyses, as well as study design and methodology and sections for publications
PERFORMANCE METRICS:
Develop machine learning algorithms for interpretation of existing and new datasets
Research data and literature to solve risk management and patient safety problems
QUALIFICATIONS AND REQUIREMENTS:

Education/Certification
Masters or PhD in Statistics, Mathematics, Computer Science or another quantitative field
Experience Required
5 to 7 years of experience as a data scientist, prior experience in the healthcare field preferred
Proficiency in R, Python, Spark, SQL, etc.
Experience creating machine learning algorithms to solve problems of classification, regression, forecasting and deep learning
Experience with natural language processing techniques including text and sentiment analysis
Experience with acquiring and organizing data in cloud
Experience working with and creating data architectures
Experience with deploying and managing predictive models in a cloud environment
Experience with data science and machine learning platforms preferred (H2O, Databricks, Alteryx, etc. )
Skills/Abilities
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.)
Capacity to visualize/present data to stakeholders using (Tableau, Thoughtspot, etc.)
Knowledge of insurance and actuarial science preferred
Excellent verbal and written communication skills; ability to speak clearly and concisely, conveying complex or technical information in a manner that others can understand
Strong analytical and problem-solving skills
Good documentation skills
Self-starter; desire to take lead on projects and recognize when help is needed
Ability to thrive in a multi-functional team
Healthcare Risk Advisors, Inc., a subsidiary of the Doctors Company Group, provides comprehensive insurance and risk management advisory services to leading academic hospitals, long-term care facilities and social services agencies in the metropolitan New York area.",3.2,"Healthcare Risk Advisors
3.2","New York, NY",501 to 1000 Employees,1976,Company - Private,Insurance Carriers,Insurance,$5 to $10 million (USD)
Data Scientist,-1,"An established South OC-based Saas company is looking to grow with another Data Scientist. The ideal candidate is looking to continue, or grow, their career with Machine Learning whilst working with Python and SQL. This role is crucial for next steps the company will take as well as the services they provide.

Salary: 140,000 -$160,000

Qualifications:
Experience with Python and SQL
Experience with Machine Learning - Keras, Tensorflow
Experience with Pandas, Numpy, Scikit-Learn
Pluses:
R
Deep Learning
Neural Networks
Natural Language Processing
H2O
Big Data
Phd Degree in Data Science or relevant field
#zrsep",4.8,"Strategic Employment
4.8","Costa Mesa, CA",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Data Scientist,"$119K-$146K
(Glassdoor est.)","Data science and teamwork your ideals? Come join our fast growing data team on one of our largest prime contracts in Virginia. This group works together onsite to support this awesome, mission-focused program. The system they are building will play a major role in how the customer conducts its primary mission for years to come!

What you will be doing:
Analyze both structured and unstructured data using data analytics, natural language processing, and artificial intelligence/machine learning techniques.
Train and optimize machine learning models and coordinate with data engineering components to deploy trained models to work on production data at scale.
Scale up prototype models and workflows to distributed clusters.
What you need:
Demonstrate Python development background with expertise in Python data analytics packages such as pandas, numpy, scipy, gensim, and scikit-learn.
Demonstrate database technologies, including Elasticsearch and SQL databases
Demonstrate data pipelines and workflow technologies, such as Apache NiFi
Demonstrate task tracking and version control technology, such as GitHub and JIRA
Demonstrate artificial intelligence and machine learning technologies/packages, such as TensorFlow, PyTorch, and scikit-learn
Demonstrate machine learning model development on text data and structured datasets
Demonstrate data visualization technologies and packages, such as Kibana, Bokeh, Leaflet/Folium, and Tableau
Demonstarte experience developing in a cloud environment, such as Amazon Web Services
Clearance
Active TS/SCI with an appropriate polygraph is required to be considered for this role

Who are we?
Praxis Engineering* was founded in 2002 and is headquartered in Annapolis Junction MD - with growing offices in Chantilly VA and Aberdeen MD.

Praxis Engineering is a consulting, product, and solutions firm dedicated to the practical application of software and system engineering technologies to solve complex problems.

With over 350 employees supporting more than 50 contracts, Praxis brings together world class engineers with proven engineering best practices, domain expertise, commercial technologies and proven agile management approaches to create high value solutions aimed at helping our customers meet their most critical business and mission objectives.

*Praxis Engineering is a wholly owned subsidiary of General Dynamics IT.

Why Praxis?
We are focused on continual learning and evolution. We don’t do things because “that’s the way we’ve always done things”; we listen to our employees and adapt to the changing marketplace. We look at the big picture and encourage our engineers to get training and certifications in emerging technologies that will help shape our customer’s mission. We've been profitable year after year. We're always on the lookout for great engineers to join the team and we recognize that our employees are the heart and soul of what we do. We focus on recruiting talented people, treating them right, and then allowing them to do what they do best. No red tape. No micromanagement. Smart people want to work with smart people, and we love people who are passionate about what they do, and finding ways to do it better.

And then there is the...

Benefits
Competitive salary
Office perks such as free soft drinks and snacks (both healthy and not-so-healthy)
Praxis swag (annual gift certificate to purchase top brand Praxis apparel)
Comprehensive health insurance plans
Parental leave
401k contribution/match: combination of profit share/contribution (4%) and employer match (up to 4%) for a total of 8%.
Annual bonus plan
Four weeks Paid Time Off + 10 holidays + comp time eligibility
Training is a priority! Take advantage of our endless in-house training opportunities - or seek out vendor offered (paid) training opportunities like conferences, certification courses and seminars.
Conferences (recently attended by Praxis employees): AWS Summit, IoT World, Black Hat and DefCon.
Training & Certifications: Splunk, AWS, Big Data/Cloudera, VMWare, Scrum Master...the list of certifications goes on and on!
Praxis University: Cyber Research, Data Analytics, IoT, AWS and RedHat course offerings and hands-on training.
We truly believe the right work-life balance can exist, and it's here at Praxis. Our work is extremely important, but your job is just a part of who you are. When you enjoy your life outside of our walls, you're at your best the next time you walk through our doors. We do all we can to assure that happens every day.
Praxis Engineering provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, or any other protected class.",4.7,"Praxis Engineering
4.7","McLean, VA",201 to 500 Employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Data Scientist,-1,"Pocket Outdoor Media is looking for a full time Data Scientist eager to put their data science and problem solving skills towards building the personalized fitness platform of the future. You'll join the energetic team in our Boulder office and develop machine learning-based algorithms and models powering our cutting-edge platform utilizing large, diverse fitness datasets. You'll receive competitive pay, benefits package (including medical, dental, vision), 401k, commuter benefits, and equity.

What you'll do
Lead development of custom predictive and prescriptive algorithms interfacing with large data sets, based on principles from statistics, machine learning, and operations research
Create integrated solutions using Python modules (including Pandas, Numpy, Scipy, SQLAlchemy, and Tensorflow), PostgreSQL, and other tools as needed
Work closely with engineers to help evolve proof of concept systems into production at scale
Work the product development team to define desired requirements and capabilities
Perform research as needed to identify the latest techniques from technical literature and apply them to relevant product features
Identify and promote the use of new technologies, toolkits, and frameworks, areas of inquiry, ways of working, methods and approaches in Computer Science, Artificial Intelligence, Software and Research Engineering
What you'll bring
A degree in Computer Science, Engineering, Applied Statistics, Operations Research, Computational Biology, or a related analytical field
3+ years experience of statistical programming experience, including development of applied algorithms in production
Demonstrated ability to develop algorithms in Python 3.x using Python libraries like Tensorflow, Keras, pandas, and numpy
Detailed knowledge of computer science including data structures, data modeling, distributed systems, and software design methods
Strong understanding of statistical inference, regression and classification, and the ability to explain rationale underlying data science-related decisions to a broader audience
Knowledge of current best-practices, tools, and technologies for implementing machine learning pipelines
When applying

If possible, include references algorithms you've developed and/or research that you have published demonstrating your Data Scientist prowess. Be prepared to describe at least one data science project (thought process, planning, technical implementation) during your interview.",-1,Pocket Outdoor Media,"Boulder, CO",1 to 50 Employees,-1,Company - Private,Publishing,Media,Less than $1 million (USD)
Data Scientist,-1,"JOB DESCRIPTION

Hexagon US Federal is looking for highly motivated, talented individuals who want to join a team that has a long history of providing the best-in-class level of service and support in the field of Data Scientist (DS), Senior level. The DS will develop and implement a set of techniques or analytics applications to transform data into meaningful information including by integrating disparate sources into a unified data set for NAVSEA Maintenance and Systems data. Applies data mining; data modeling; heuristic and qualitative techniques; natural language processing; and machine learning to extract and analyze information from large structured and unstructured datasets. Addresses data hygiene issues in both source and composite data associated with Navy PMS. Visualizes, interprets, and reports data findings within Navy PMS data for fleet, ISEA, and NAVSEA 04RM utilization. Creates analytic tools, static information sources (reports, graphics, and dashboards), and dynamic information sources.

JOB REQUIREMENTS
An active NAVSEA Reliability Centered (RCM) Level II or higher certification
BA/BS Degree in Business Engineering, or Technical Disciplines
A minimum of ten (10) years of required experience, at least ten (10) years of experience working with maintenance, IETM, RCM, sensor, or diagnostic data associated with aviation, ship, submarine, or unmanned systems with at least four (4) years of experience integrating data from those systems and with at least five (5) distributed sources, a combination of directly controlled and shared/outside databases, and mix connectivity for data synchronization. At least six (6) years of experience with information systems and data sources to include RCM, ISEA, IETM, Navy Platform data or Navy Maintenance systems. Experience may be concurrent.
Excellent communication skills, verbal and written
Current DoD Secret security clearance or able to obtain
Must be able to travel
Contingent upon contract award

Hexagon US Federal is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, sex (including pregnancy, gender identity, and sexual orientation), religion, national origin, disability, protected veteran status, or any other category that is protected by federal, state, or local laws.",2.6,"Hexagon US Federal Inc
2.6","Lexington Park, MD",51 to 200 Employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Science Software Engineer,"$65K-$89K
(Glassdoor est.)","The Schneider organization is seeking an experienced Data Science Software Engineer to be responsible for the creation of tools and applications that enable complex Advanced Analytics solutions within the enterprise. You will create conceptual prototypes to test new concepts, develop advanced analytics systems to solve challenging business problems, and deploy these tools and systems into the business and monitor their effectiveness and usefulness. You will also research the use of purchased and open-source technologies and concepts that support the creation of tools and systems for use by technical and non-technical users.

About the role:
Provide expert technical guidance in project working groups. Will frequently be asked to lead technical project discussions.
Gather requirements, design, develop, test, implement, and support applications developed across various development environments and in various languages.
Work with the Engineering team to develop and apply heuristics and mathematical concepts, such as natural language processing (NLP), simulation, optimization, machine learning, and statistical models to business problems. Develops state-of-the-art advanced analytics solutions for complex business problems.
Create prototype applications for complex solutions to implement approved concepts, actively guides and monitors the prototype when deployed to key users, transitions the prototype into a production system and provides production-support after implementation.
Follow appropriate development methodologies while developing applications.
As an associate you will enjoy a strong work/life balance that includes paid vacation and holidays along with paid personal time off. You will also have access to medical, dental, and vision insurance and enjoy our company-paid life insurance and 401k savings with a company funded retirement plan. Schneider is dedicated to continuous individual development and offers a wide variety of opportunities through company-paid training and more than 170 personal development courses. What are you waiting for? You will love it here!

Our ideal candidate will have:
Bachelors degree in Computer Science, Information Systems, or related field, plus a minimum of 5 years of IT work experience in systems analysis, designing, programming, system admin, implementation and maintenance of applications within an application domain; or the equivalent.
Advanced knowledge of advanced analytics software technologies, technical design, programming, monitoring, and troubleshooting enabling software related technologies. Knowledgeable of advanced analytics strategies, architectural standards and best practices.
Two or more years of experience with two or more programming languages from the following list required: Java, Python, JavaScript, C++, Ruby, C#, Objective-C or R.
Advanced experience with Python or Java specifically.
Experience with any data science tools such as R, SAS, or SPSS a plus. Experience with the HDFS/YARN/Spark and related tools a plus.
Experience with mathematical modeling languages (DOcplex/CPLEX, Matlab, GAMS) a plus.
Experience developing applications in a Linux server environment preferred.
Company overview:

Schneider is a premier provider of transportation and logistics services. Our legacy started in 1935 with one man, one truck and one dream. Since then, we’ve grown and evolved to become a nearly $5 billion company (2019 revenue) with one of the broadest portfolios of services in the industry delivering superior customer experiences.

The Schneider Way:
We treat our customers, associates, shareholders and suppliers with integrity, dignity and respect.
We are a desirable employer due to our dedication to achieving mutually beneficial, lasting relationships.
We are a responsible member of the community.
Core Values:
Safety- first and always
Integrity in every action
Respect for all
Excellence in all that we do
Rise to the challenge and become a part of the Schneider family. Be the difference with a leader in an industry that impacts the world.

Apply today at http://www.schneiderjobs.com/.
Schneider is an equal opportunity employer.",3.2,"Schneider
3.2","Green Bay, WI",10000+ Employees,1935,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD)
Data Scientist,-1,"Who We Are:

ZipRecruiter is a leading online employment marketplace. Powered by AI-driven smart matching technology, the company actively connects millions of all-sized businesses and job seekers through innovative mobile, web, and email services, as well as partnerships with the best job boards on the web. ZipRecruiter has the #1 rated job search app on iOS & Android.

Our Mission:

To actively connect people to their next great opportunity. At ZipRecruiter, we foster a culture where our employees feel accepted, supported and celebrated. Our employees find ethical solutions to empower the community and workforce. Differences make us stronger, and we embrace them.

Summary of Job

We use machine learning and deep learning algorithms to create models that solve challenging problems related to matching the best candidates to jobs and vice versa.

We're looking for an experienced Data Scientist with a passion for problem-solving to join our team of data scientists and help solve new or existing challenges. Coming up with new models, developing high quality, high-performance code and constantly improving the solution and expanding its scope.

What you'll be doing?
You'll be joining a team of software engineers, data scientists, and ML engineers working on interesting problems in the fields of recommendations, search, and NLP.
Develop production-level code that runs and trains ML models.
Qualifications:
Master's degree or higher in Computer Science / Mathematics / Statistics or equivalent
Proficiency in Python programming language
Strong background in machine learning, preferably in NLP related fields
Familiarity with Deep Learning - an advantage
Experience with Linux environment, AWS an advantage
Team player with excellent communication skills
Acting and thinking as an owner, with production environment in mind",3.3,"ZipRecruiter
3.3",Remote,1001 to 5000 Employees,2010,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
