Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Client Experience Data Analyst,"$37K-$67K
(Glassdoor est.)","Client Experience Data Analyst
Location: Atlanta, GA
Department: Client Support
Type: Full Time
Min. Experience: 2-4 years

Our Data Analyst role will support the ongoing success of the OxBlue Client Experience team and support other reporting needs for the OxBlue Operations Team. You will provide insight and analysis to promote execution, productivity and the growth of OxBlue. In addition, you will provide support and direction through your reporting for enhancing the client experience and employee experience with the objective of driving executional excellence throughout OxBlue.

As the Client Experience Data Analyst you would:
Provide reporting and commentary to the Vice President of Client Experience and other OxBlue senior leaders to drive business objectives such as improving client experience, employee engagement and profitable revenue growth
Identify, develop and maintain reporting around key success metrics
Analyze large amounts of information from multiple sources to discover trends and patterns and uncover solutions to business problems
Create models to forecast results of various enhancements to product, technology or procedural changes
Oversee data transmission and automation development, validation and maintenance from internal and external sources
Other analytical and process improvement projects as needed
You Have:
2-4 years or related business, financial or data analytics experience
Strong organizational skills and high attention to detail to meet deadlines
Ability to work independently and with little supervision in a project management-like environment
Strong communication skills
1-3 year experience with a data visual program like PowerBI, Alteryx, Tableau or Qlik
Experience with survey tools
Enjoys researching and generating insights to solve problems
Bachelors degree (Finance, Business Administration, Analytics, IT or related field) preferred or equivalent experience
Bonus Points For:
Experience with the following survey tools: Satmetrix, Qualtrics, Medallia or Survey Monkey
Experience with using both customer experience and operations experience data to make recommendations for continuous improvement projects preferred
Knowledge of SQL
Our Perks:
Health insurance paid 100% for employee and 50% for family
Dental insurance paid 100% for employee
401k with company match
A fun work environment: casual dress, free snacks, complimentary massages and great parties
Investment in your professional development with internal promotions, continuing education, and tuition reimbursement
Paid sabbatical program: 4 weeks every 5 years
An award-winning culture recognized for its high level of employee satisfaction
Long-term disability paid 100% for employee
Life/AD&D
The above summary of benefits is subject to change, is for informational purposes only and does not create any contract rights to benefits.

If you have what it takes and are looking for a company committed to the success of its clients and its people, we want to hear from you.

Diversity and Inclusion are important to OxBlue. We value the diversity of thought that comes from working with people from varied backgrounds. Our continuous improvement and ability to serve our customers depend on creating a workplace that brings out the best in everyone. Thats why we are committed to continuing to create an atmosphere of positivity, happiness and inclusion.",4.4,"OxBlue Corporation
4.4","Atlanta, GA",51 to 200 Employees,2001,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Quality Analyst,"$54K-$73K
(Glassdoor est.)","Requisition Number 20-0010
Post Date 1/28/2020
Title Data Quality Analyst
Organization Concordia Plan Services
Job Grade 12
City St. Louis
State MO
FT/PT Full Time
Description
Mission and Vision
Concordia Plan Services ‘walks together’ with LCMS ministries in caring for workers and their families…so that the Word of God continues to spread!
Our 2020 vision is to transform CPS from being solely a benefits provider to the most widely recognized source of employer and worker-related solutions for LCMS ministries.
Reporting Relationships


Quality Assurance Specialist reports to the Director, Enterprise Business Architecture.

General Summary


Quality Assurance Specialist reviews and analyzes data to discover inconsistencies and other anomalies in data, as well as performing data cleansing activities to improve data quality.

Essential Job Functions
Interpret, build upon, and comply with company quality assurance standards.
Carefully maintain complaint and nonconformance processing through records and tracking systems, including root cause and corrective actions.
Recommend improvements in data structures with an emphasis on consistency, high performance, and reduced duplication.
Maintain proper documentation of data flows, processes, and procedures.
Ensures data integrity and reliability for stakeholders.
Document quality assurance activities with internal reporting and audits.
Provide input on system design, process improvements, and education for external users.
Identify training needs and take action to ensure company-wide and external compliance.
Plan, execute, and oversee testing of data against rules in various system set ups.
Analyze and investigate customer complaints or reported quality issues to ensure system quality
Contribute to regular quality assurance reporting for COO.
Develop or update company complaint and inspection procedures to ensure capture and investigation, as well as proper documentation of complaints.
Collaborate with subject matter experts to define data audit requirements and specifications to translate into automated audit reports.

Requirements
Education and Experience
Bachelor’s degree or an equivalent combination of education and experience.
Minimum of 3 to 5 years of experience as a data analyst, business analyst or closely related skillset.
1-3 years SQL Server experience, preferred.
Demonstrated success in previous role.
Competencies (Knowledge, Skills and Abilities)
Has substantial knowledge of quality assurance processes and project management tools.
Has relational database knowledge.
Has strong command of system and collaborative tools—MS Office suite, websites, social media, SharePoint, etc.
Knowledge of one or more business functions such as customer relationship management (CRM), enterprise resource planning (ERP), human resource information systems (HRIS), enterprise content management (ECM), business intelligence / data analytics.
Prioritize effectively: Realize that tasks are not always completed in the order they are requested.
Shows Humility: Allows others to serve in the capacity to which they have been called.
Assumes Ownership: Takes responsibility for one’s actions and objectives.
Builds Authentic Relationships: Appears empathetic, attempts to understand others, and treats others with compassion.
Collaborates: Displays interest in others' involvement and offers encouragement and support for their initiatives.
Influences: Shares own thoughts and are willing to foster two-way dialogue when he/she differs from the group.
Analyzes Issues: Effectively utilizes relevant information to develop realistic solutions.
Diagnoses Problems: Looks beyond symptoms to identify and address root causes.
Thinks Strategically: Looks beyond the present situation and sees what is possible in the future.
Adapts/Flexible: Can adjust to changes in the business, customer, and/or goals.
Seeks Improvement: Does not settle for maintaining the status quo.
Exhibits a Growth Mindset: Helps establish an environment that is open to change.
Fulfills the Mission: Understands the responsibilities of stewardship in support of LCMS ministries.
Is Customer-Service Oriented: Anticipates and responds to customer needs with compassion.
Gets Things Done: Provides focus, makes the tough decisions, and secures alignment to achieve objectives.
Sets Challenging Goals: Establishes high expectations for self and others.
Confronts Challenges: Responds to obstacles and takes appropriate action when faced with adversity.
Displays Professionalism: Displays high personal and professional standards.
Acts with Transparency: Makes sure that his/her actions match his/her words.
Is Politically Astute: Acts appropriately during professional and interpersonal interactions.
Supervisory Responsibility
Quality Assurance Specialist does not have supervisory responsibility.",4.2,"Concordia Plan Services
4.2","Saint Louis, MO",51 to 200 Employees,1937,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD)
Data Analyst / Supporting the FBI #20-436,"$42K-$78K
(Glassdoor est.)","Salary:
Published Job Title:
Data Analyst / Supporting the FBI

Requisition::
20-436

Worksite::
FBI

Position Schedule::
Full-time

Description::
Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Focused on delivering unsurpassed services in support of law enforcement and homeland security, FSA, a rapidly growing joint venture owned by trusted solutions providers SAIC and Amentum, has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the FBI.

Responsibilities
Receives, gathers, analyzes, and organizes information from multiple sources
Ensures completeness of received information and reconciles inconsistencies
Accurately enters required data into one or more databases, documents, or spreadsheets.
Establishes and maintains physical files
Keeps track of case file status in order to ensure compliance with established deadlines
Coordinates requests for additional information as needed
Selects relevant information from a variety of sources in order to prepare documents, reports, summaries, and replies to inquiries, ensuring accuracy and proper format of the information provided.
Performs word processing relevant to case
Provides accurate and timely status updates
Performs other duties as assigned
Requirements::
Preference will be given to qualified applicants who are familiar with the specific policies, processes, procedures, and practices of this customer office, and who are cleared to commence work immediately.

Requirements

High School diploma or GED, Undergraduate degree preferred
Ability to grasp and understand the organization and functions of the customer
Meticulous data entry skills
Excellent communication skills; oral and written
Competence to review, interpret, and evaluate complex legal and non-legal documents
Attention to detail and the ability to read and follow directions is extremely important
Strong organizational and prioritization skills
Experience with the Microsoft Office suite of applications (Excel, PowerPoint, Word) and other common software applications, to include databases, intermediate skills preferred
Proven commitment and competence to provide excellent customer service; positive and flexible
Ability to work in a team environment and maintain a professional disposition
This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The mission of the Federal Bureau of Investigation (FBI) is to protect the American people and uphold the Constitution of the United States. FBI investigates a broad range of criminal violations, integrating the use of asset forfeiture into its overall strategy to eliminate targeted criminal enterprises. The FBI has successfully used asset forfeiture in White Collar Crime, Organized Crime, Drug, Violent Crime and Terrorism investigations.

Shift Schedule::
Normal business hours

EEO Statement::
Forfeiture Support Associates (FSA) LLC is proud to be an Affirmative Action/ Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualified persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity) veteran status, family leave status, and any protected group status as defined by applicable law.

FSA Internal Use Only::

Hiring Entity:
FSA",2.9,"Forfeiture Support Associates
2.9","Phoenix, AZ",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Analyst,"$74K-$101K
(Glassdoor est.)","Bachelor's degree
in Computer science or equivalent, with minimum 10+ Yrs. of
relevant experience.
You should have 9+
years of Data Analyst experience with at least 5+ years in Healthcare Domain
You must have experienced in Database Design/Development in Netezza, Oracle 9i/8i/11g, SQL Server.
You should have experienced Data Analyst
in Healthcare industry covering all areas - Member, enrollment, claims,
provider etc.
You should be Gathering and integratin g data from disparate sources.
You should have understanding the requirements in detail and
provides sign off on the requirements
You should have discuss the Data model,
data flow and data mapping with the development team, focused on performance
strategies
You should have duality focused, detail-oriented data analyst, designer,
and liaison, demonstrating track record of providing solutions of high priority
business goals and strategic senior management decisions.
You should have actively involved in Requirement gathering, System Analysis, Integration, Data
Profiling, data mapping creation for ETL/ELT development.
Demonstrate excellent communication skills including the
ability to effectively communicate with internal and external customers.
Ability to use strong industry knowledge to relate to
customer needs and dissolve customer concerns and high level of focus and
attention to detail.
Strong work ethic with good time management with ability to
work with diverse teams and lead meetings.",4.0,"Lorven Technologies Inc
4.0","San Francisco, CA",1 to 50 Employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD)
"Asset Management, Marketing, Digital Data, Analyst","$44K-$81K
(Glassdoor est.)","Summary of Responsibilities

The Asset Management Distribution Intelligence & Client Analytics team uses data to optimize distribution and marketing strategies for the $1TN AUM Asset Management business. The team oversees the entire data lifecycle, from acquisition to analytics to delivery and measurement of increased ROI and sales growth.

As part of this broader group, the team's mission is to use data to identify insights that lead to direct recommendations and dialogues that shape marketing strategies. The team works closely with marketing stakeholders at all levels of the business in order to bring these strategies to life and drive this transformation.

We are looking for a multi-talented, high-energy individual that will help create, coordinate and execute on our strategic priorities across digital marketing, analytics, and technology. Our ideal candidate would have:

1) Coding experience (Python, Pyspark and SQL)

2) Experience with marketing platforms (Google Analytics,

3) Familiarity and comfort with marketing initiatives

4) Experience and affinity for working with large data sets

5) Strong project management skills

6) A pragmatic view of the role digital plays in a business environment

7) Strong intellectual curiosity

8) Digital and Marketing experience

The successful candidate will be part of a high-performing team with a great culture.

The responsibilities of this role will include:
Construct analytic projects to solve business challenges and drive business growth, including implementation and change management
Evaluate analytic project results from both a statistical and business impact viewpoint; prioritize and manage stakeholders accordingly
In-depth exploration of data to develop marketing strategies
Partnering with senior digital distribution stakeholders and business partners
Working with technology teams to define data strategy and build data models
Conducting data analyses and prototyping basic statistical or machine learning models
Fostering a data-driven, innovative culture
Skills/Competencies Required:

Competencies
At least 3+ years of experience in roles within the fields of business strategy, consulting, technology, data analysis, and/or asset management
BA / BS degree - majors or minors in business, engineering, computer science, data science, finance, or related fields
1+ year coding in Python and SQL
Experience with analytic project management
Financial services experience, asset management preferred
3+ years in digital marketing preferred
Skills
Comfort in working flexibly and iteratively with large sets of data
Applying a practical analytic lens to identify key insights
Proficient with Excel, PowerPoint, and/or other common project and business communication software
Functional in Python and well versed in SQL
Modeling acumen
Strong time management and organizational skills
Strong communication/interpersonal skills
Ability to adapt to shifting priorities, requirements and timelines by utilizing problem-solving skills
Proactive communications and positive attitude to manage stakeholder satisfaction
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.

Equal Opportunity Employer/Disability/Veterans",3.9,"JPMorgan Chase Bank, N.A.
3.9","New York, NY",10000+ Employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
"Data Analyst, Monetization Integrity","$32K-$62K
(Glassdoor est.)","Data Analyst, Monetization Integrity
AustinOperationsExperienced
Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok launched in the U.S.A. in 2018, and our user base has grown rapidly. We have several global offices including Los Angeles, New York, Austin, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul, and Tokyo.

The global Monetization Integrity team ensures safe and quality experiences between users, creators, and businesses to enable TikTok in its mission to inspire joy and creativity. The team is responsible for creating scalable and reliable solutions that allow TikTok users and businesses to interact in a trustworthy manner, always working to anticipate and protect against threats. The team is composed of Policy, Operations, Product and Data specialists working cross-functionally with key stakeholders (Product, Engineering, PR, Legal, and Sales) to design and optimize ad policies, manage moderation processes, build scalable systems and tools driving efficiencies within our integrity mechanisms. This team is critical to working together to solve large scale issues that have significant global impact.

We are looking for a skilled data analyst with experience working with large quantitative data sets. Our ideal candidate can transform complicated data into understandable insights. You will use tools like SQL and Tableau to create data stories and present this information to key stakeholders. This is a great opportunity to be a founding Data Analytics team member!

Responsibilities
Drive quantitative analysis projects from start to finish and share results with key stakeholders
Design and evaluate A/B tests, monitor key metrics, and understand root causes of changes in metrics
Design and establish indicator systems for Ads Integrity; measure the performance of team strategies and use visual tools to relay information
Analyze large data sets, uncover actionable insights, and present action plans to key stakeholders
Qualifications
Qualifications
Bachelor's degree or equivalent work experience
2+ years work experience doing quantitative analysis
Expert experience pulling large and complex data using SQL
Experience with a data visualization tools (e.g. Tableau)
Excellent verbal and written English communication skills
Preferred Qualifications
Advanced degree in Math, Economics, Statistics or other quantitative fields
Experience with statistical and programming tools such as Python and R
Apply
Share to",3.7,"ByteDance
3.7","Austin, TX",10000+ Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Financial Data Analyst,-1,"Employee Type:

Full-Time
Location:

Addison, TX
Job Type:

Accounting
Experience:

Not Specified
Date Posted:

8/6/2020
Job ID:

364126
JOB DESCRIPTION

SNI Financial has partnered with a powerhouse telecomm company in north Dallas looking for a data driven financial analyst. This role will be responsible for tracking and analyzing $30M-$40M in monthly transactions. They are looking for someone with 3+ years of relevant experience, strong Excel and SQL query, and a bachelors degree in finance or accounting. They have fantastic work/life balance, comprehensive healthcare, a good comp package as well as a great corporate culture. For consideration or more insight, please email your resume to Kody Roach at KROACH@snifinancial.com",3.1,"SNI Financial
3.1","Addison, TX",201 to 500 Employees,1998,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Senior Clinical Data Manager / Analyst (REMOTE OPTION AVAILABLE),"$54K-$100K
(Glassdoor est.)","The Senior Clinical DataManager / Analyst is responsible for ensuring the accurate, complete and timely collection and delivery of assay/genomic and clinical data for analysis, reporting, and presentation.
REMOTE WORK OPTION AVAILABLE

Be the Lead Data Manager on complex clinical studies and projects; either independently or by directing others, provide expert BDM functional representation to study teams.
Create, configure and maintain novel or complex clinical study databases and related tools including screen design, edit check development, query management, data extraction and data management related reporting.
Proficiently program using SAS and SQL, including moderate to complex data step programming, moderate to complex macro programming and moderate to complex data reporting.
Actively maintain knowledge and understanding of current team-, department- and corporate-goals and priorities to ensure effective time management and focus. Assist in developing department goals.
Have detailed knowledge of and exhibit consistent compliance with established department and company processes, procedures, guidelines, and best practices.
As required, train others on complex company processes, procedures, guidelines and best practices.
Prepare and maintain complex documentation, as required by established departmental procedures, practices, or project-specific needs. Review documentation of peers to ensure compliance with established standards.
Interact with GHI study team members, collaborators, vendors or partners to gather or define complex requirements, plan deliverables and communicate progress and findings.
Train clinical site personnel and collaborators on the effective use of study-specific data management tools.
Contribute to the ongoing development and improvement of department procedures by being the primary author of complex process documents and by effectively and actively contributing to or leading process discussions.
Work closely and effectively in a team-oriented environment with colleagues from Biostatistics, Non-clinical biostatistics, Clinical Operations, Medical, Pathology, and Program Management to ensure Data Management needs and status updates are addressed and well-communicated.
Lead teams with well-defined objectives or interactively lead teams to establish objectives.
Provide appropriate support and coordinate with other functional areas regarding overall clinical study conduct and management, including protocol development, study start-up, study closeout, and data analysis.
Participate in recruiting and hiring of staff.
Mentor or train coworkers; take project-level supervisory responsibilities.
Demonstrated excellent oral, written and presentation communication skills.
Demonstrated ability to deliver quality results in a timely manner, either independently or by directing others.
Demonstrated excellent organization skills and detail orientation.
Demonstrated ability to work effectively with coworkers, external (non-GHI) contacts, and excellent negotiation and conflict resolution skills.
Demonstrated ability to be highly effective in a fast-paced, rapid growth environment.
Ability to receive and apply feedback in a professional manner; ability to convey both positive and constructive feedback to others in a professional and effective manner.
Ability to work effectively within a cross-functional team-oriented environment; ability to lead teams and interactively establish team objectives.
Uphold company mission and values through accountability, innovation, integrity, quality, and teamwork
Support and comply with the company’s Quality Management System policies and procedures.
Regular and reliable attendance.
#LI-KP1

Minimum Qualifications
Bachelor’s degree in life sciences, scientific or other relevant disciplines.
Minimum of 8+ years related experience.
Demonstrated proficiency with industry data management processes and procedures.
Demonstrated ability to work as the lead data manager/analyst on complex to highly complex projects.
Demonstrated programming proficiency with SAS, including moderate to complex data step programming, moderate to complex macro programming and moderate to complex data reporting.
Demonstrated proficiency with relational databases and programming complex SQL queries.
Demonstrated programming skills in other data manipulation and data processing tools and languages such as R and Tableau.
Demonstrated proficiency to programmatically combine and manipulate complex electronic data from a variety of sources.
Demonstrated proficiency with executing software development lifecycle practices including requirements definition, risk assessment and programming validation.
Demonstrated proficiency in an Electronic Data Capture (EDC) system including complex code-level development for edit check programming and dynamic entry screen programming.
Demonstrated proficiency in the utilization of Microsoft tools, specifically Word; Excel; PowerPoint; and/or Project.
Preferred Qualifications
Relevant post-graduate degree.

We are an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to age, color, creed, disability, gender identity, national origin, protected veteran status, race, religion, sex, sexual orientation, and any other status protected by applicable local, state or federal law. Applicable portions of the Company’s affirmative action program are available to any applicant or employee for inspection upon request.",4.1,"Exact Sciences Corporation
4.1","Redwood City, CA",1001 to 5000 Employees,1995,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Enterprise Data Governance Analyst,"$60K-$107K
(Glassdoor est.)","Responsibilities:

Neuberger Berman is building out a data governance practice focused on enterprise data. The Enterprise Data Governance Team is a critical component of this practice.

The Data Enterprise Governance Team, is looking for experienced data analysts with around 5 years of experience in the asset management business. This person should have several years of experience working with data. In addition, they should be able to perform business analysis skills such as documenting a business process map and analyzing process challenges and issues. The analysts will have to lead meetings with the business community, collect data and process requirements. In many situations, they may have to demonstrate insight to ask leading questions to elicit information. They will need to analyze and document their findings and will need to be able to present the results of their analyses. The resource will be responsible for updating the firm’s business glossary and data catalog, as well as logging data and process issues, performing data analysis, design, definition and profiling. Experience with existing EDM vendor tools will be helpful.

Requirements:
5 years of Asset Management business experience
Detail oriented with the ability to analyze data and perform in depth data analysis
Work across multiple business and technology teams, with the ability to perform data discovery, build data glossaries and catalogs, perform data analysis and data profiling.
Business analysis including business process mapping and requirement definition
Manage time independently, work independently and manage multiple open work streams at the same time
Experience with one or more of the following topics: Data Management, Data Profiling, Data Quality, Data Glossaries, Data Catalogs, Taxonomy, Data Modeling, Metadata, Data Discovery, Business Semantics, Reporting Dashboards and Visualization, ETL, Data Intake, Search, Data Architecture
Familiarity with financial services data domains/subdomains including: Product, Party, Client, Price, Securities, Accounts, Broker, Vendor, Corporate Actions, Market, Performance, Trade, Transaction, Person etc
Solid technical skills including working experience with one or more of the following: SQL, Python, R, Java, JavaScript, REST, JSON, XML, VBA, Collibra, Ab Initio, Informatica solutions for MDM, DQ, ETL, integration, metadata management
Familiarity with BI reporting tools such as Tableau, Business Objects, is a plus
Strong written and verbal communication
Ability to work effectively across all levels of the organization
Proficient in MS Excel, Visio and PowerPoint
Neuberger Berman is an equal opportunity/affirmative action employer. The Firm and its affiliates do not discriminate in employment because of race, creed, national origin, religion, age, color, sex, marital status, sexual orientation, gender identity, disability, citizenship status or protected veteran status, or any other characteristic protected by local, state, or federal laws, rules, or regulations. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact onlineaccommodations@nb.com.

Learn about the Applicant Privacy Notice.",3.6,"Neuberger Berman
3.6","New York, NY",1001 to 5000 Employees,1939,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD)
Business Data Analyst/Reporting Analyst,-1,"Looking to put your excellent business data analysis and reporting skills to work in a mission oriented organization devoted to serving it's community? Then come take a look at us today!

RRVBC iscurrently recruiting for a Business Data Analyst. This newly created position reports to ourNetwork Administrator and isresponsible for the collection, analysis, and reporting of business data from systems that interface with the Blood Bank Control System (BBCS). Position will collaborate with members of management team and designated employees on departmental requests to effectively meet operational business needs. Will also provide maintenance systems support as necessary as well as work on assigned projects under the direction of the Network Administrator.

Successful candidate will possess the following:
Associates Degree or Bachelor's in computer science, finance or related field.
2 years' experience working in database software and/or reporting environment.
Proficient in MSSQL, SSIS, SSRS, Crystal Reports or similar reporting tools.
Familiarity with web application development technologies.
Strong understanding of compliance related to database administration.
Strong MS Office skills: Excel, Word, PowerPoint, Access.
Strong written and verbal communication skills.
Excellent attention to detail orientation, multi-tasking, and time management skills.
Strong ability to work effectively both independently and with others.
Strong planning, organizational, analytical, troubleshooting and problem-solving skills.
Understanding of cGMP's and industry compliance regulations with ability to strictly adhere to operations procedures and guidelines.
Must be able to maintain high level of confidentiality, business savvy and professional business etiquette at all times.
To be considered as an applicant for this position please apply via our website at www.rrvbc.orgEOE M/F/D/V

Thank you for your interest in us!",3.6,"Rock River Valley Blood Center
3.6","Rockford, IL",51 to 200 Employees,-1,Nonprofit Organization,-1,-1,Less than $1 million (USD)
Financial Data Analyst,"$49K-$88K
(Glassdoor est.)","Fundbox is looking for a talented Financial Analyst / Senior Financial Analyst, who specializes in data analysis to join our exceptional finance team.
You will report to the Director of FP&A and will be key in helping develop and scale the FP&A function. As an early member of the FP&A team, this individual will build and own a vast array of financial reporting, contribute to the forecast & budget, and capital markets components of the business wherein financial data is key and help drive profitability as Fundbox continues to grow and scale.

In this role, you will:
Design, build, automate & own robust and scalable reporting for both internal and external partners
Manage reporting and accuracy of key financial data metrics used for operational decision-making, financial and capital markets reporting
Identify growth opportunities and work with business partners to execute
Partner with team leads to define key metrics and build and/or automate reporting to monitor and analyze performance amongst other key metrics
Help build financial budgets & forecasts and perform analyses on variances to actuals
You should have:
5+ years of experience in banking, operational accounting, middle office operations, FP&A, and/or dynamic analytics
Senior to expert level Proficiency in SQL
Experience with Tableau or other data visualization tools
Advanced skills in Excel, Excel VBA, Python, C# as well as PowerPoint, including ability to build dynamic financial models and presentations
Ability to forge strong relationships and partner with other departments at all levels of the organization
Strong analytical, problem solving and critical thinking skills
About Fundbox:

At Fundbox, we're on a mission to help give business owners more financial power. Our story began when our CEO and co-founder's mother encountered cash flow problems when she tried to grow her small business. The challenges she faced inspired our CEO to solve the most important problems for business owners and help them access capital and financial tools. Today, we combine cutting-edge machine learning and data science technologies with outstanding design and top-notch user support that earns rave reviews from our thousands of happy customers. Fundbox has raised $300 million in capital from leading Silicon Valley investors such as Khosla Ventures, General Catalyst Partners, and Spark Capital. Fundbox has offices in downtown San Francisco, Dallas and Tel Aviv, Israel.

San Francisco Office:

Our San Francisco headquarters is located in the heart of downtown, just a few minutes' walk from public transportation, great restaurants, and everything the city offers. Our space is open and modern, with plenty of natural light, a fully-stocked kitchen, and gourmet lunches delivered daily. We offer a choice of comprehensive health, dental, and vision plans, 401k, Fundbox Fit fitness reimbursement plan, and commuter benefits. We take our jobs seriously, but we also know how to have fun, with sponsored social activities and plenty of opportunities to celebrate our achievements.

Diversity and Inclusion at Fundbox:

We're proud to be an equal opportunity workplace as we know that diverse teams produce the best work. We're committed to building a culture of innovation and inclusion across gender, race, age, sexual orientation, religion, disability, and identity. Here at Fundbox, we strive to uphold a system of values we call MOSAIC: Mission, Ownership, Speed, Achva (a Hebrew term meaning to help one another), Innovation, and Clarity. Embracing our diverse backgrounds and abilities allows us to harness our creativity and achieve more, together.

For information about our applicants privacy policy, please click here",4.2,"Fundbox
4.2","San Francisco, CA",201 to 500 Employees,2013,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable
Data Analyst - Product,"$33K-$62K
(Glassdoor est.)","Overview

We are looking for a Data Analyst to join our growing data team in analyzing our product performance with insights derived from our platform data. In this role, you will work with leadership from the Product and Operations teams to implement and maintain metrics that quantify the functionality of our technology and success of product features.

The ideal candidate must be able to work independently and have the ability to prioritize issues, work within ambiguity, and manage conflicting deadlines. The candidate should also be creative, data-driven, and aggressive in delivering results.

Responsibilities
Dive deep into production data to produce, maintain, and curate metrics and reports for Product, Operations, and Member Support teams in order to measure current success, track feature rollouts, and monitor long-term performance of our products
Work closely with Engineering to ensure there are no gaps in data collection and product instrumentation is properly implemented
Analyze product technology to identify areas leading to high Member Support agent intervention; develop forecasting and auditing tools to assist Member Support Operations in assessing volume and quality of interventions
Evaluate the impact of product features against a set of performance metrics and forecast the potential impact of future product enhancements
Provide ad-hoc analysis, automated dashboards, and self-service reporting tools to surface key data across a broad range of data literacy levels
Be a key cross-functional analyst across the Product, Engineering, and Design teams to influence and inform decisions throughout the product life cycle
Provide analytics across a diverse set of teams and needs to support existing customers, future sales, and strategic business decisions
Refine ambiguous questions and generate new hypotheses about the product through a deep understanding of the data, our customers, and our business
Build towards a long-term vision of sustainable and thriving data processes; prioritize overall strategy of the data team in answering company goals
Be a data evangelist; collaborate with both technical and non-technical teammates to supplement decisions with quantitative evidence
Always be auditing: build and maintain processes to track data and troubleshoot errors
Qualifications
2+ years of analyst experience on the tech side of a SAAS company or on a comparable high-growth, high-velocity team; you have delivered insights in a technical environment and are comfortable doing so again from Day 1
Exceptional fluency with SQL; you conquered the join venn diagram long ago and have moved on to explaining Nested Loops vs Hash to your peers on the engineering team
High level of comfort creating reports and dashboards in Tableau, Looker, or comparable BI tools
Coding literacy; you’ve been exposed to procedural or functional programming; familiarity with object-relational mapping or model-view-controller frameworks is a plus
Data-driven, detail-oriented individual with excellent storytelling and problem-solving abilities
Excellent verbal and written communication skills; you have the ability to technical data in a digestible format to stakeholders of all technical literacy levels
Ability to work independently and autonomously, as well as part of a team
Superb time management, prioritization of tasks and ability to meet deadlines with little supervision
Vision: To be the world's leading digital identity network empowering people to control their own information and to prove their credentials across all channels: online, call center, and in-person.

Mission: To make the world a more trusted place by delivering the highest level of security with the least amount of friction at the lowest possible cost.

People: We have an audacious mission. We aim to fix the identity layer of the internet. Billions of people will live better lives with more trust and convenience thanks to ID.me. We are like Special Forces. We take on the most difficult challenges with amazing teammates.

ID.me Core Values: *Don't be a jerk. *Always compete. *Ask questions like a 5-year old. *Inspire people with your passion. *Make something better every day. *Treat each customer like your favorite family member. *Own your mistakes so you can learn from them. *Details are everything. *Act like a scientist, not a talking head. *Be truthful (even when it's hard). *Reflect ID.me's values in your actions. *If the rule prevents the right outcome, then break the rule.

ID.me Career Site & Culture Deck: https://www.id.me/careers",3.4,"Id.me
3.4","McLean, VA",51 to 200 Employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
